Project;Release;Class;Size(LOC);LOC_Touched;NR;NFix;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;Churn;MAX_Churn;AVG_Churn;ChgSetSize;MAX_ChgSet;AVG_ChgSet;Age;Weighted_Age;Actual_Defective
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java;154;5;1;0;4;4;4;4;4;4;4;0;0;0;75;15.0;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieMXBean.java;31;0;0;0;2;0;0;0;0;0;0;0;0;0;10;0.0;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieShell.java;928;950;5;0;3;933;684;311;928;684;185;0;0;0;26;0.02736842105263158;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java;180;0;0;0;2;0;0;0;0;0;0;0;0;0;33;0.0;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java;260;101;3;0;2;64;61;21;64;61;21;0;0;0;38;0.37623762376237624;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java;551;123;6;4;4;78;43;13;78;43;13;0;0;0;92;0.7479674796747967;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ExitCode.java;40;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0.0;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java;361;109;3;1;3;106;62;35;106;62;35;0;0;0;89;0.8165137614678899;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java;388;18;2;0;3;9;6;4;9;6;4;0;0;0;41;2.2777777777777777;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollector.java;51;51;1;0;1;51;51;51;51;51;51;0;0;0;0;0.0;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java;577;126;7;2;3;72;59;24;68;59;9;0;0;0;44;0.3492063492063492;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactory.java;32;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0.0;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactoryImpl.java;66;0;0;0;1;0;0;0;0;0;0;0;0;0;4;0.0;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java;188;59;8;1;3;19;10;4;1;10;0;0;0;0;38;0.6440677966101694;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java;582;36;6;0;3;12;7;3;6;7;1;0;0;0;38;1.0555555555555556;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/JournalChannel.java;158;2;1;0;1;0;0;0;0;0;0;0;0;0;44;22.0;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java;50;4;1;0;4;4;4;4;4;4;4;0;0;0;89;22.25;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheBean.java;27;0;0;0;1;0;0;0;0;0;0;0;0;0;6;0.0;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheImpl.java;928;212;9;3;3;145;72;20;140;72;15;0;0;0;41;0.19339622641509435;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheMXBean.java;60;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0.0;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java;62;2;1;0;3;0;0;0;0;0;0;0;0;0;89;44.5;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorImpl.java;87;5;1;0;1;0;0;0;0;0;0;0;0;0;39;7.8;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorReadOnlyImpl.java;52;1;1;0;1;0;0;0;0;0;0;0;0;0;39;39.0;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDirsManager.java;268;270;3;0;2;268;240;89;268;240;89;0;0;0;11;0.040740740740740744;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java;163;0;0;0;3;0;0;0;0;0;0;0;0;0;60;0.0;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerStorage.java;109;19;1;0;1;18;18;18;18;18;18;0;0;0;35;1.8421052631578947;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java;147;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0.0;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyEntryLogger.java;58;59;2;0;1;58;58;58;58;58;29;0;0;0;18;0.3050847457627119;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyFileInfo.java;44;44;1;0;1;44;44;44;44;44;44;0;0;0;0;0.0;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ScanAndCompareGarbageCollector.java;108;108;1;0;1;108;108;108;108;108;108;0;0;0;0;0.0;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java;139;0;0;0;3;0;0;0;0;0;0;0;0;0;60;0.0;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java;326;44;4;0;3;44;11;11;44;11;11;0;0;0;88;2.0;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java;314;124;3;0;4;100;99;50;98;99;32;0;0;0;89;0.717741935483871;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java;648;140;10;3;4;85;66;21;66;66;6;0;0;0;93;0.6642857142857143;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java;778;496;13;0;3;154;83;38;0;83;0;0;0;0;58;0.11693548387096774;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java;55;0;0;0;2;0;0;0;0;0;0;0;0;0;43;0.0;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java;191;7;1;0;4;7;7;7;7;7;7;0;0;0;67;9.571428571428571;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java;90;38;2;0;3;25;14;12;25;14;12;0;0;0;75;1.9736842105263157;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerChecker.java;273;289;4;0;1;277;274;138;273;274;68;0;0;0;9;0.031141868512110725;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java;137;32;4;0;4;3;3;3;0;3;0;0;0;0;75;2.34375;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java;79;17;3;0;4;2;1;1;0;1;0;0;0;0;90;5.294117647058823;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java;82;2;1;0;3;0;0;0;0;0;0;0;0;0;83;41.5;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragment.java;147;168;5;0;2;147;112;49;147;112;29;0;0;0;15;0.08928571428571429;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragmentReplicator.java;422;513;4;0;1;422;298;105;422;298;105;0;0;0;6;0.011695906432748537;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java;978;383;12;0;4;129;91;14;73;91;6;0;0;0;92;0.2402088772845953;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java;467;285;9;0;4;168;102;33;155;102;17;0;0;0;92;0.32280701754385965;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java;189;77;3;0;4;39;38;19;18;38;6;0;0;0;76;0.987012987012987;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java;153;2;2;0;4;0;0;0;0;0;0;0;0;0;76;38.0;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java;84;0;0;0;3;0;0;0;0;0;0;0;0;0;43;0.0;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java;182;81;5;0;4;34;34;34;13;34;2;0;0;0;91;1.123456790123457;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java;358;566;12;1;4;297;122;59;169;122;14;0;0;0;91;0.1607773851590106;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java;126;10;3;0;3;0;0;0;0;0;0;0;0;0;59;5.9;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java;106;31;2;0;2;27;27;27;27;27;13;0;0;0;59;1.903225806451613;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java;109;36;2;0;3;19;15;9;19;15;9;0;0;0;75;2.0833333333333335;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java;85;0;0;0;2;0;0;0;0;0;0;0;0;0;22;0.0;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java;236;130;5;0;3;126;54;31;123;54;24;0;0;0;55;0.4230769230769231;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java;314;110;4;2;2;74;36;24;38;36;9;0;0;0;55;0.5;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java;694;153;6;1;3;145;50;29;145;50;24;0;0;0;60;0.39215686274509803;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanInfo.java;27;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0.0;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanRegistry.java;89;3;1;0;1;1;1;1;1;1;1;0;0;0;45;15.0;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java;301;311;7;1;3;126;123;42;18;123;2;0;0;0;56;0.18006430868167203;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java;153;77;5;0;3;6;4;3;0;4;0;0;0;0;56;0.7272727272727273;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManagerFactory.java;92;102;4;0;2;97;72;32;92;72;23;0;0;0;26;0.2549019607843137;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java;466;175;5;2;3;6;4;3;0;4;0;0;0;0;56;0.32;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManagerFactory.java;93;103;4;0;2;98;72;32;93;72;23;0;0;0;26;0.2524271844660194;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java;244;88;5;0;3;46;35;15;35;35;7;0;0;0;53;0.6022727272727273;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java;192;172;2;0;2;90;90;90;45;90;22;0;0;0;56;0.32558139534883723;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java;250;241;4;0;2;160;109;53;152;109;38;0;0;0;56;0.23236514522821577;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerUnderreplicationManager.java;109;109;3;0;1;109;64;36;109;64;36;0;0;0;20;0.1834862385321101;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java;601;841;2;0;2;691;691;691;601;691;300;0;0;0;1;0.0011890606420927466;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkLedgerUnderreplicationManager.java;565;627;13;0;3;566;394;56;565;394;43;0;0;0;20;0.03189792663476874;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkVersion.java;69;72;2;0;1;69;65;34;69;65;34;0;0;0;8;0.1111111111111111;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetaStore.java;77;77;1;0;1;77;77;77;77;77;77;0;0;0;0;0.0;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreCursor.java;94;94;1;0;1;94;94;94;94;94;94;0;0;0;0;0.0;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreTable.java;337;337;1;0;1;337;337;337;337;337;337;0;0;0;0;0.0;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetaStore.java;79;79;1;0;1;79;79;79;79;79;79;0;0;0;0;0.0;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCallback.java;25;25;1;0;1;25;25;25;25;25;25;0;0;0;0;0.0;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCursor.java;84;84;1;0;1;84;84;84;84;84;84;0;0;0;0;0.0;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreException.java;34;34;1;0;1;34;34;34;34;34;34;0;0;0;0;0.0;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreFactory.java;33;33;1;0;1;33;33;33;33;33;33;0;0;0;0;0.0;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreScannableTable.java;104;104;1;0;1;104;104;104;104;104;104;0;0;0;0;0.0;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTable.java;172;172;1;0;1;172;172;172;172;172;172;0;0;0;0;0.0;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTableItem.java;70;70;1;0;1;70;70;70;70;70;70;0;0;0;0;0.0;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreUtils.java;140;140;1;0;1;140;140;140;140;140;140;0;0;0;0;0.0;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MSException.java;214;214;1;0;1;214;214;214;214;214;214;0;0;0;0;0.0;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/Value.java;154;154;1;0;1;154;154;154;154;154;154;0;0;0;0;0.0;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BKStats.java;248;13;1;0;2;12;12;12;12;12;12;0;0;0;24;1.8461538461538463;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java;275;62;2;1;4;48;34;24;48;34;24;0;0;0;93;1.5;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java;176;4;1;0;3;4;4;4;4;4;4;0;0;0;81;20.25;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java;624;143;10;1;4;119;46;17;117;46;11;0;0;0;93;0.6503496503496503;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerBean.java;91;3;1;0;2;1;1;1;1;1;1;0;0;0;38;12.666666666666666;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerMXBean.java;58;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0.0;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java;132;1;1;0;4;0;0;0;0;0;0;0;0;0;66;66.0;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java;4088;4114;7;0;2;4088;1493;584;4088;1493;584;0;0;0;24;0.00583373845405931;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java;558;35;2;0;4;31;31;31;29;31;14;0;0;0;92;2.6285714285714286;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java;727;97;7;3;4;41;30;13;33;30;4;0;0;0;93;0.9587628865979382;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ServerStats.java;150;4;1;0;2;2;2;2;2;2;2;0;0;0;68;17.0;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/Auditor.java;503;577;4;0;1;503;234;125;503;234;125;0;0;0;18;0.03119584055459272;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AuditorElector.java;325;414;6;0;2;325;269;81;325;269;54;0;0;0;18;0.043478260869565216;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AutoRecoveryMain.java;273;300;6;0;2;280;267;70;273;267;45;0;0;0;14;0.04666666666666667;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/BookieLedgerIndexer.java;136;145;3;0;2;139;139;139;136;139;45;0;0;0;14;0.09655172413793103;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationEnableCb.java;56;56;1;0;1;56;56;56;56;56;56;0;0;0;0;0.0;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationException.java;74;81;3;0;2;74;63;37;74;63;24;0;0;0;4;0.04938271604938271;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationWorker.java;357;465;8;0;1;358;289;71;357;289;44;0;0;0;18;0.03870967741935484;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerInputStream.java;174;0;0;0;2;0;0;0;0;0;0;0;0;0;33;0.0;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java;148;0;0;0;2;0;0;0;0;0;0;0;0;0;33;0.0;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/BookKeeperTools.java;92;0;0;0;3;0;0;0;0;0;0;0;0;0;58;0.0;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/BookKeeperConstants.java;45;46;2;0;1;45;45;45;45;45;22;0;0;0;0;0.0;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/DiskChecker.java;168;171;2;0;2;168;166;84;168;166;84;0;0;0;11;0.06432748538011696;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/EntryFormatter.java;77;77;1;0;1;77;77;77;77;77;77;0;0;0;0;0.0;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/HardLink.java;665;0;0;0;1;0;0;0;0;0;0;0;0;0;8;0.0;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/IOUtils.java;88;33;1;0;2;33;33;33;33;33;33;0;0;0;17;0.5151515151515151;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java;260;14;3;1;4;5;5;5;4;5;1;0;0;0;93;6.642857142857143;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Main.java;54;0;0;0;3;0;0;0;0;0;0;0;0;0;34;0.0;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/MathUtils.java;48;15;1;0;2;10;10;10;10;10;10;0;0;0;68;4.533333333333333;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/OrderedSafeExecutor.java;140;42;2;0;3;42;33;21;42;33;21;0;0;0;93;2.2142857142857144;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ReflectionUtils.java;152;152;2;0;1;152;129;76;152;129;76;0;0;0;9;0.05921052631578947;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SafeRunnable.java;39;0;0;0;2;0;0;0;0;0;0;0;0;0;33;0.0;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SnapshotMap.java;131;131;1;0;1;131;131;131;131;131;131;0;0;0;0;0.0;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringEntryFormatter.java;47;47;1;0;1;47;47;47;47;47;47;0;0;0;0;0.0;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringUtils.java;129;64;2;0;4;60;58;30;60;58;30;0;0;0;90;1.40625;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Tool.java;43;43;1;0;1;43;43;43;43;43;43;0;0;0;0;0.0;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZkUtils.java;243;204;4;0;2;171;88;57;149;88;37;0;0;0;56;0.27450980392156865;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Version.java;62;63;2;0;1;62;32;31;62;32;31;0;0;0;8;0.12698412698412698;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Versioned.java;45;45;1;0;1;45;45;45;45;45;45;0;0;0;0;0.0;NO
BOOKKEEPER;3;bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ZooKeeperWatcherBase.java;94;94;1;0;1;94;94;94;94;94;94;0;0;0;0;0.0;NO
BOOKKEEPER;3;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieAccessor.java;35;35;1;0;1;35;35;35;35;35;35;0;0;0;0;0.0;NO
BOOKKEEPER;3;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieInitializationTest.java;283;292;3;0;2;283;257;141;283;257;94;0;0;0;16;0.0547945205479452;NO
BOOKKEEPER;3;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieJournalTest.java;585;17;3;2;3;3;3;3;3;3;1;0;0;0;46;2.7058823529411766;NO
BOOKKEEPER;3;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CompactionTest.java;295;38;2;0;3;0;0;0;0;0;0;0;0;0;42;1.105263157894737;NO
BOOKKEEPER;3;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CookieTest.java;355;64;3;1;3;34;30;17;34;30;11;0;0;0;41;0.640625;NO
BOOKKEEPER;3;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CreateNewLogTest.java;102;103;2;0;1;102;102;102;102;102;51;0;0;0;2;0.019417475728155338;NO
BOOKKEEPER;3;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/EntryLogTest.java;226;55;2;3;3;43;43;43;43;43;21;0;0;0;56;1.018181818181818;NO
BOOKKEEPER;3;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/IndexCorruptionTest.java;153;157;2;0;2;153;153;153;153;153;76;0;0;0;0;0.0;NO
BOOKKEEPER;3;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/LedgerCacheTest.java;378;187;6;2;3;169;79;33;168;79;28;0;0;0;40;0.21390374331550802;NO
BOOKKEEPER;3;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/TestLedgerDirsManager.java;80;82;2;0;2;80;80;80;80;80;40;0;0;0;2;0.024390243902439025;NO
BOOKKEEPER;3;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/UpgradeTest.java;268;25;3;0;3;19;17;9;19;17;6;0;0;0;44;1.76;NO
BOOKKEEPER;3;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookieRecoveryTest.java;952;304;9;0;3;218;172;36;218;172;24;0;0;0;58;0.19078947368421054;NO
BOOKKEEPER;3;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookieWriteLedgerTest.java;230;232;2;0;2;230;230;230;230;230;115;0;0;0;17;0.07327586206896551;NO
BOOKKEEPER;3;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookKeeperTest.java;221;145;4;0;2;133;62;44;133;62;33;0;0;0;31;0.21379310344827587;NO
BOOKKEEPER;3;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookKeeperTestClient.java;71;0;0;0;2;0;0;0;0;0;0;0;0;0;14;0.0;NO
BOOKKEEPER;3;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/ClientUtil.java;36;6;1;0;1;6;6;6;6;6;6;0;0;0;31;5.166666666666667;NO
BOOKKEEPER;3;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/LedgerHandleAdapter.java;32;32;1;0;1;32;32;32;32;32;32;0;0;0;0;0.0;NO
BOOKKEEPER;3;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/LedgerRecoveryTest.java;359;365;3;0;2;359;220;179;359;220;119;0;0;0;3;0.00821917808219178;NO
BOOKKEEPER;3;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/RoundRobinDistributionScheduleTest.java;64;65;2;0;2;64;64;64;64;64;32;0;0;0;15;0.23076923076923078;NO
BOOKKEEPER;3;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/SlowBookieTest.java;208;211;2;0;2;208;208;208;208;208;104;0;0;0;15;0.07109004739336493;NO
BOOKKEEPER;3;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestFencing.java;408;37;3;1;3;28;28;28;28;28;9;0;0;0;58;1.5675675675675675;NO
BOOKKEEPER;3;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestLedgerChecker.java;462;465;4;0;2;462;371;231;462;371;115;0;0;0;19;0.04086021505376344;NO
BOOKKEEPER;3;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestLedgerFragmentReplication.java;340;353;5;0;2;340;188;85;340;188;68;0;0;0;18;0.05099150141643059;NO
