Project;Release;Commit;NS;ND;NF;Entropy;LA;LD;LT;FIX;NDEV;AGE;NUC;EXP;REXP;SEXP;Actual_Defective
BOOKKEEPER;1;92e69b331797ea6a4eb4d46b668360e6c7bb9bd4;1;1;2;1.0;0;0;377;YES;3;2;141;47;46.0;47;NO
BOOKKEEPER;1;544f4b5c0480bb383134fe6e26c2fe0e0a6c8b11;2;2;5;20.890.038.287.775.900;1;2;762;NO;3;11;129;43;42.0;43;NO
BOOKKEEPER;1;da088187d80bf0b935aad14c1a4aa73e4920378f;1;2;2;0.0;95;0;466;YES;3;0;117;39;38.0;39;NO
BOOKKEEPER;1;504867718d934b66dfa4df8edc55c9c888aa3d42;1;4;4;2.0;7;0;344;YES;3;8;114;38;37.0;38;NO
BOOKKEEPER;1;924fb834de0ae926ea075385c47dd29f8dd804a3;1;1;1;0.0;3;0;333;YES;3;11;108;14;13.0;14;NO
BOOKKEEPER;1;3af9f38fc3b53c40751904972384ecb9a4e9fb44;1;9;33;29.305.468.329.997.700;2295;163;1004;YES;3;12;108;36;35.0;36;NO
BOOKKEEPER;1;d5d73a8591369458c075034b8111f0dfabc2916d;1;1;2;0.5032583347756457;0;0;377;YES;3;10;105;19;18.0;19;NO
BOOKKEEPER;1;aed845b574b88abc825634d3c860dcfd40351fb8;1;1;1;0.0;12;0;378;NO;3;0;96;32;31.0;32;NO
BOOKKEEPER;1;d33f843a67ad8bc73367259c78170c0bfab24cdc;1;1;2;0.9366673818775626;0;0;377;YES;3;0;93;31;30.0;31;NO
BOOKKEEPER;1;4afc000c193174857925f357a32950ab743490bc;1;3;3;0.8112781244591328;231;0;188;YES;3;0;90;30;29.0;30;NO
BOOKKEEPER;1;4049d4c2b115f81008ef7a3920fd9153ced2f53c;3;12;39;42.285.976.957.714.900;1054;18;1040;NO;3;8;87;29;28.0;29;NO
BOOKKEEPER;1;e14618559769b7f3fa68360a4571a84392e162e3;2;11;29;4.179.291.388.827.570;484;360;692;NO;3;28;84;18;17.0;18;NO
BOOKKEEPER;1;3969ff71a1865b5b8c32b60ac529999c6de71ab8;4;28;93;6.332.608.809.094.390;94;2;1039;NO;3;55;84;16;15.0;16;NO
BOOKKEEPER;1;304bf8fe61bd545072d09c7089d8b92fc3c2f1d3;1;1;2;0.0;16;0;494;YES;3;23;84;15;14.0;15;NO
BOOKKEEPER;1;b83d00086a263af5b51e3e061170934c53447976;1;1;1;0.0;0;0;989;NO;3;1;84;14;13.0;14;NO
BOOKKEEPER;1;4be547c861f024e48a7b0074effb8c26ff0a97fc;1;2;2;0.0;336;0;899;NO;3;0;84;28;27.0;28;NO
BOOKKEEPER;1;4d9f0c0ebe8614e0190c5df5bbd68c6fa1c05180;2;7;27;35.553.186.797.531.700;731;2;833;NO;3;28;81;27;26.0;27;NO
BOOKKEEPER;1;75dbf699b90dd01b0dd44e4bdda60e7176b3ee12;1;4;5;0.5869185834047994;676;406;714;YES;3;12;78;12;11.0;12;NO
BOOKKEEPER;1;cc467bd5880c2879e6c0355469d51759f89bbabc;1;2;3;0.0;423;0;639;NO;3;24;78;11;10.0;11;NO
BOOKKEEPER;1;c17dfb9aa2aeb6d3d1c6fa934dc9ef15bf6b5bc2;1;2;3;0.4394969869215134;130;0;608;YES;3;42;72;24;23.0;24;NO
BOOKKEEPER;1;978c0e13dd5896494f306ec2afed026caa9993b0;1;2;2;0.0;36;0;255;NO;3;34;66;22;21.0;22;NO
BOOKKEEPER;1;dc5f5d223502b8bc9ef6bc3706f3bbea975e757e;1;1;2;0.0;0;408;237;YES;3;53;63;21;20.0;21;NO
BOOKKEEPER;1;ea616470cfbd129bb03098698a562e1b8dd8ecc4;1;2;2;0.0;3;0;311;YES;3;26;60;20;19.0;20;NO
BOOKKEEPER;1;d1823db0509fe49b0ce8140c620e4c5100427407;1;2;4;12.916.919.971.380.500;50;0;1019;YES;3;4;57;19;18.0;19;NO
BOOKKEEPER;1;68bdab655445f80314a0d2531e60e3b2e4d8fa17;2;7;18;19.703.272.581.134.900;870;846;1056;NO;3;42;54;18;17.0;18;NO
BOOKKEEPER;1;c898d53ab269fbd64cb00919808c7bb0c52c53a6;1;4;7;15.050.564.640.846.000;202;3;578;NO;3;35;51;17;16.0;17;NO
BOOKKEEPER;1;d6465cad801b4ee89b77d1beec6acc371f8ddb6c;1;1;1;0.0;0;2;101;YES;3;1;48;16;15.0;16;NO
BOOKKEEPER;1;45f2edbb1c3233309f6498e581e4cdcd87dcb70a;1;1;1;0.0;0;0;101;YES;3;50;45;15;14.0;15;NO
BOOKKEEPER;1;4f09c6b4af38b51d259d8a6068806f7f22cc1847;1;1;1;0.0;0;0;127;YES;3;49;42;14;13.0;14;NO
BOOKKEEPER;1;477eb1053f5c1bff1c0037fb0d6a02b468148682;1;1;1;0.0;16;0;226;NO;3;5;39;13;12.0;13;NO
BOOKKEEPER;1;2c91d144a7e283c09e90b3065aa6fb352e177083;1;1;1;0.0;0;6;249;YES;3;43;39;11;10.0;11;NO
BOOKKEEPER;1;2f2f6c66da80e1f2e8a0f7661e91bcd0898d6289;1;3;8;19.056.390.622.295.600;172;0;764;YES;3;37;39;13;12.0;13;NO
BOOKKEEPER;1;9639b64a1296f937a7b2704de671a38deb31007b;1;2;3;13.709.505.944.546.600;12;0;574;YES;3;28;33;10;9.0;10;NO
BOOKKEEPER;1;6823a35ceafcaf3d8802a8e502883d3d07e891f7;1;1;2;0.0;3;2;571;YES;3;11;33;9;8.0;9;NO
BOOKKEEPER;1;ba9ebc213c14aa5d16a26f2e0601a39ac5888e10;5;44;171;2.971.430.256.648.240;279;0;6095;NO;3;132;33;8;7.0;8;NO
BOOKKEEPER;1;79ea05a3cbcc953bd86f024eb4143e4b85fcd8f1;1;2;2;0.0;142;0;364;YES;3;79;33;11;10.0;11;NO
BOOKKEEPER;1;28377803242f8514fcdf17f7a808aa756fa158b9;1;1;1;0.0;0;0;487;YES;3;153;30;10;9.0;10;NO
BOOKKEEPER;1;360174f12df9b853e4f3b65631c4063e150beb8f;1;1;1;0.0;3;0;329;YES;3;153;27;9;8.0;9;NO
BOOKKEEPER;1;675efc92fdb7c88ff9b871ba2ccf56974f769544;1;1;1;0.0;4;0;561;YES;3;153;27;8;7.0;8;NO
BOOKKEEPER;1;da1df6bcf4f3a1cc2ed4d3798764e855555ab8f8;1;1;1;0.0;6095;0;0;YES;3;0;27;6;5.0;6;NO
BOOKKEEPER;1;ad96c00dcd01ee310c63f78211c6b66c8c874e05;1;1;1;0.0;1;0;607;YES;3;6;27;5;4.0;5;NO
BOOKKEEPER;1;c30c309bf95a6ba145d33326af73253fb835b1b4;1;1;1;0.0;90;0;0;NO;3;0;27;9;8.0;9;NO
BOOKKEEPER;1;5095045d969a5fb4b7849cce89e3fa24ee830320;1;1;1;0.0;6;0;224;NO;3;146;24;8;7.0;8;NO
BOOKKEEPER;1;a01067bb2003e6836acc638b734581844eb08324;1;2;2;0.5225593745369408;111;0;545;YES;3;78;21;7;6.0;7;NO
BOOKKEEPER;1;a772663c8e7051396bac5bae5b4ba7bc7ec75e78;1;1;1;0.0;1;0;450;YES;3;146;21;6;5.0;6;NO
BOOKKEEPER;1;40b13a6b7db9d2da337dce0c7084d8c87c4d6b06;1;4;7;21.535.654.389.463.600;61;48;1068;YES;3;46;21;7;6.0;7;NO
BOOKKEEPER;1;0910d6cd7ffb1a7b78ab91a327715e936a3eb9e5;1;3;5;0.5564874230806445;175;0;936;NO;3;64;18;6;5.0;6;NO
BOOKKEEPER;1;de1c3b26a1162fb545c91d9cef4eed435c662a66;1;1;1;0.0;40;0;400;YES;3;132;15;4;3.0;4;NO
BOOKKEEPER;1;74397e3e20b2cd3e3c920f00be7f044cf548e076;1;2;7;1.643.155.878.465.830;416;0;772;NO;3;88;15;3;2.0;3;NO
BOOKKEEPER;1;45aeb04735d120d3aa9a0110becf3ba2d7ef6afc;3;5;9;28.709.505.944.546.600;11;0;545;NO;3;95;15;4;3.0;4;NO
BOOKKEEPER;1;00f25f5622e69f063202f7bd46f09ad1d708983d;1;2;3;0.0;54;2;720;YES;3;98;15;3;2.0;3;NO
BOOKKEEPER;1;267ed95a2ae2ef1a8f6a3166b217d86a28166391;1;4;4;1.5;131;1;536;YES;3;37;12;2;1.0;2;NO
BOOKKEEPER;1;8ee32a8ab80dcd51f7846972d92b7c9e83d99862;1;1;1;0.0;0;0;536;YES;2;50;8;1;0.0;1;NO
BOOKKEEPER;1;30c326643938bb3df6b35515e714622d98772352;2;3;4;0.8107415951914618;0;4;252;NO;1;8;4;4;3.0;4;NO
BOOKKEEPER;1;e988271acee2c217209d5c7f52c07f6211257e97;2;7;112;0.0;11740;11740;763;NO;1;0;3;3;2.0;3;NO
BOOKKEEPER;1;c1c8bef6125cb70ed2da68e92bb49e45f4ea64a9;5;44;207;0.0;31076;0;0;NO;1;0;2;2;1.0;2;NO
BOOKKEEPER;2;863f32a8ed33a5be3c9c622fb1c701bf3b48a2e0;1;2;2;1.0;6;0;447;NO;4;26;488;122;120.0;122;NO
BOOKKEEPER;2;d5caab3aae143352f2d8c3faea71dce11fdb6b45;1;2;2;0.0;49;0;774;YES;4;47;484;23;22.0;23;NO
BOOKKEEPER;2;27b6dd6a40f3e4721a29ea2030d96994869a8260;1;1;1;0.0;2;0;206;YES;4;274;484;21;20.0;21;NO
BOOKKEEPER;2;a788614f5c73b0ab2c18f73d9eff7a858229a94e;1;1;1;0.0;19;0;237;YES;4;26;484;20;19.0;20;NO
BOOKKEEPER;2;10b9c5b40bcb66690f6a25330500610c8b296779;1;3;6;0.7717313035490734;124;36;791;YES;4;24;484;19;18.0;19;NO
BOOKKEEPER;2;d68727ddd09dc0646af2748c3531e8844fdcaaf4;1;1;1;0.0;4;0;614;YES;4;6;484;121;119.0;121;NO
BOOKKEEPER;2;887546e7937db1c45e42b7ca49b3c82d790adca9;1;1;1;0.0;31;0;287;NO;4;35;480;40;38.5;40;NO
BOOKKEEPER;2;1dde3e5191e51a6f648c0d16b14ecc1e02fcff0a;1;3;4;13.787.834.934.861.700;53;0;674;YES;4;64;480;16;15.0;16;NO
BOOKKEEPER;2;a1eac18799ddc640bd42e6c038a31e1e26769056;1;6;15;3.052.358.000.932.090;22;1;1166;YES;4;53;480;36;34.5;36;NO
BOOKKEEPER;2;c59b7b8a285e5d4da72aea1232a29f31610c2306;1;1;5;18.799.649.487.271.100;44;6;659;YES;4;158;476;119;117.0;119;NO
BOOKKEEPER;2;67cbcdd7a2d1668c9bba0d45d6ea3235e4bd11e3;2;4;7;25.709.505.944.546.600;17;0;790;YES;4;71;472;15;14.0;15;NO
BOOKKEEPER;2;24e7fb03f6c9e3666aa83cc174b5088926eae3d1;1;1;2;0.0;32;0;490;NO;4;7;472;118;117.0;118;NO
BOOKKEEPER;2;73dc3481846fdc0c97944c6a7c6ce0cef17ee938;3;20;34;3.660.554.542.942.780;132;9;1029;YES;4;163;464;116;115.0;116;NO
BOOKKEEPER;2;132849503c0547d4d89d50cd14f700302b391ee2;1;1;2;0.4537163391869448;9;1;665;NO;4;7;456;114;113.0;114;NO
BOOKKEEPER;2;ba0ab04216f94411bae27a52670c9c8b4da03476;1;1;1;0.0;2;0;297;YES;4;146;452;113;112.0;113;NO
BOOKKEEPER;2;3a2fdc683eb7c8881e4ce9608bb1d7c3548e27d4;1;7;25;38.128.061.804.677.500;65;12;894;NO;4;67;444;111;110.0;111;NO
BOOKKEEPER;2;c32edf860040ebba19c6c57d226b12cd487a00d2;1;1;1;0.0;10;0;129;YES;4;248;440;110;109.0;110;NO
BOOKKEEPER;2;5f25edeba1cbf5de489e1f5a3070188f0163b51b;2;3;6;15.519.272.612.606.500;205;0;421;NO;4;52;436;34;33.0;34;NO
BOOKKEEPER;2;d368d86e287ef982fa70e069001e30124ee22b48;1;1;1;0.0;0;2;188;YES;4;2;436;33;32.0;33;NO
BOOKKEEPER;2;47ee081e6796ec84c774167dca67c3fd3ceda170;1;2;2;0.9709505944546686;24;0;451;YES;4;1;436;109;108.0;109;NO
BOOKKEEPER;2;9efe73998fe1ee72ffae95f3e1b1e65884019710;1;2;3;1.0;27;0;542;YES;4;77;432;108;107.0;108;NO
BOOKKEEPER;2;3e224c4b6d4a0d9317060f7fe0d3519fccc68f5a;3;6;7;16.644.977.792.004.600;344;5;895;YES;4;69;428;107;106.0;107;NO
BOOKKEEPER;2;a7d658179db3226dc33d53f4d25afd64ea90c061;1;2;2;0.5435644431995964;7;6;496;YES;4;34;424;31;30.0;31;NO
BOOKKEEPER;2;6fc326ebd647afbbcc0beab6764b5d3748e50088;1;2;7;19.182.958.340.544.800;82;0;763;YES;4;32;424;106;105.0;106;NO
BOOKKEEPER;2;268bdb8c6b5f642967329a99ec1dce5ba0af46d7;1;1;2;0.907165767573082;1;4;425;NO;4;112;420;105;104.0;105;NO
BOOKKEEPER;2;6d50e72732aa741d3a620c4b3ec04593c68f1b62;1;1;1;0.0;3;0;133;YES;4;46;416;14;13.0;14;NO
BOOKKEEPER;2;f7c1ad57ead301df4d3326b5d8c8950964387fa9;1;1;1;0.0;36;0;0;YES;4;0;416;13;12.0;13;NO
BOOKKEEPER;2;7f9005baadbbf312db857be6c3d3c095fe800c54;1;1;1;0.0;14;0;645;YES;4;0;416;104;103.0;104;NO
BOOKKEEPER;2;4e9ee8d75582a66f3e11d78dea280afbb864db7e;2;6;9;19.456.603.046.006.400;87;0;695;YES;4;117;412;103;102.0;103;NO
BOOKKEEPER;2;2f25ef611dd2c8ea2c94b48af09f183d74b6167e;1;2;2;0.0;33;0;616;YES;4;64;408;30;29.0;30;NO
BOOKKEEPER;2;b5c0791d38a093936016a7989c35363063cdb202;1;1;1;0.0;0;0;672;YES;4;17;404;12;11.0;12;NO
BOOKKEEPER;2;cf846eb5f57af19f68ccad42edda7551c852041d;1;2;6;0.8354230083989106;551;330;1086;NO;4;33;404;11;10.0;11;NO
BOOKKEEPER;2;4a94ce1d8184f5f38def015d80777a8113b96690;1;1;9;1.997.735.049.098.490;274;87;1121;NO;4;18;404;101;100.0;101;NO
BOOKKEEPER;2;3d834bd3798f22a43dc434d4b809a5c22731da38;1;1;1;0.0;0;0;1121;YES;4;6;400;100;99.0;100;NO
BOOKKEEPER;2;8a1ad4c3208ad0e5b546ab8e5738132698fa56f5;1;1;1;0.0;0;0;397;YES;4;68;396;10;9.0;10;NO
BOOKKEEPER;2;22bb0534ceebb3e9044b727177146fc220683b81;1;1;2;0.7219280948873623;6;0;894;NO;4;10;396;29;28.0;29;NO
BOOKKEEPER;2;df5789843b6624ebda9c6e839458cdfbc3ed7d84;1;2;2;0.5916727785823275;36;0;1108;YES;4;18;396;9;8.0;9;NO
BOOKKEEPER;2;8f02fb64ec9612af8422f23ed7908d7f6ccf5332;1;2;2;0.0;74;0;763;YES;4;4;396;28;27.0;28;NO
BOOKKEEPER;2;f694716e289c448ab89cab5fa81ea0946f9d9193;1;2;2;0.5032583347756457;32;0;211;YES;4;25;396;27;26.0;27;NO
BOOKKEEPER;2;47244dd77fb291ec95d5da4c96751ea92bc2d516;1;5;14;305.055.639.930.938;141;5;1113;YES;4;49;396;99;98.0;99;NO
BOOKKEEPER;2;682a23fb23c8de7756d5ef226fd6e97dd8d4e561;1;3;9;20.288.536.313.934.900;366;0;829;YES;4;52;392;8;7.0;8;NO
BOOKKEEPER;2;235bc1fec4d60567d113202b44f6fb4c1616d1ce;1;2;2;0.0;71;0;740;YES;4;2;392;7;6.0;7;NO
BOOKKEEPER;2;30c68b0bebff1e0a012dd81e8f05ebbf83b4ff5f;1;2;6;0.9023932827949789;399;37;523;YES;4;14;392;6;5.0;6;NO
BOOKKEEPER;2;4b32e049dca4a1a8eea4bfb2325aee2de629b132;1;1;1;0.0;0;0;582;YES;4;1;392;98;97.0;98;NO
BOOKKEEPER;2;83e8672a10fab050a5bbcc1beeb9a210c1b2b90b;1;1;1;0.0;29;0;459;YES;4;21;388;97;96.0;97;NO
BOOKKEEPER;2;48304c7c07513a15d26cb61f311c9f4b998fd8fc;1;4;8;10.553.532.192.449.800;188;136;1112;YES;4;14;384;96;95.0;96;NO
BOOKKEEPER;2;c805430253c6e6bb4341ad51b406ceabeafcd4e8;1;4;16;1.0;649;0;716;NO;4;83;380;95;94.0;95;NO
BOOKKEEPER;2;6d56d60831a63fe9520ce156686d0cb1142e44f5;1;1;1;0.0;6;0;517;YES;4;7;376;94;93.0;94;NO
BOOKKEEPER;2;3d32544c0b2b1cd5b184531846a451f518486c7d;1;1;2;0.9182958340544896;2;0;517;YES;4;41;372;5;4.0;5;NO
BOOKKEEPER;2;f3a404e4e6b0d0c2a0b2a83d38cdedaff0683e68;1;2;3;15.219.280.948.873.600;125;129;586;YES;4;3;372;4;3.0;4;NO
BOOKKEEPER;2;7199719beebe79325a93ef57a1140c2ed50c26e9;1;1;6;0.9129992135852473;267;135;1159;NO;4;0;372;93;92.0;93;NO
BOOKKEEPER;2;841e7dc187b17e6cf4c437fc211f9e285191dd7c;1;2;8;23.136.088.506.956.900;717;616;1158;NO;4;14;368;92;91.0;92;NO
BOOKKEEPER;2;3abac4eb86d64286d057d73024a177ef300283b0;1;2;2;0.0;128;0;173;YES;4;61;364;3;2.0;3;NO
BOOKKEEPER;2;0663029788d504f38e98fd79e625a466bb4780c9;2;2;4;0.0;116;0;84;NO;4;15;364;91;90.0;91;NO
BOOKKEEPER;2;33bef6356dfcf14928314e14c20ae73de80bdf99;1;2;2;0.35335933502142136;107;0;539;YES;4;3;360;90;89.0;90;NO
BOOKKEEPER;2;a4bded985ca1346a17ee0dcf08fe9dcd570dcfb7;1;4;11;29.440.097.497.163.500;338;236;317;YES;4;48;356;89;88.0;89;NO
BOOKKEEPER;2;e8a1dec3fbea9b2f8c59c32e2f189d60c1864688;1;2;2;0.0;665;0;371;NO;4;0;352;88;87.0;88;NO
BOOKKEEPER;2;fd5bb2bce8585ef49ba01d853241a4ee36d487e2;3;9;13;0.10284481638139935;699;1;6367;NO;4;126;348;87;86.0;87;NO
BOOKKEEPER;2;c6cc7cca3a85603c8e935ba6d06fbf3d8d7a7eb5;1;4;18;2.152.423.896.967.520;1058;345;1149;YES;4;28;344;2;1.0;2;NO
BOOKKEEPER;2;028a6d5360637417141f7f819a404e8e71117f9b;1;2;4;0.0;1073;0;0;NO;4;0;340;26;25.0;26;NO
BOOKKEEPER;2;cb8296636b961253f9586f535db285bfafa54a8a;2;5;6;17.989.735.675.099.300;66;24;1128;YES;4;12;340;85;84.0;85;NO
BOOKKEEPER;2;e911559291b6ae9aa310a695fb4174796921ac81;1;3;6;0.40847918343192224;906;3;1086;NO;4;11;336;84;83.0;84;NO
BOOKKEEPER;2;431554da9e2598c73edfbaf671e87cfd9ae94716;1;2;3;0.4531837316805838;68;0;829;YES;4;67;332;25;24.0;25;NO
BOOKKEEPER;2;76818a6aadd4aa40a45aca6f5b0acba79cd42515;1;3;3;0.5435644431995964;72;0;737;YES;4;104;332;83;82.0;83;NO
BOOKKEEPER;2;9366322bfe3461a44a8b0444e66cd774ea1ac7d8;1;1;1;0.0;4;0;625;YES;4;11;328;82;81.0;82;NO
BOOKKEEPER;2;2ec70d4dbf2266b17bdb99975f974f30afa65593;1;1;2;0.0;12;11;587;NO;4;3;324;81;80.0;81;NO
BOOKKEEPER;2;9523193456992a2edd36106120a8a9f246af6995;1;3;5;0.8027381019527041;218;0;1075;YES;4;9;320;80;79.0;80;NO
BOOKKEEPER;2;110d36673bcc393853aaab4bb423d785daa947c7;1;2;2;0.0;275;0;0;NO;4;0;316;24;23.0;24;NO
BOOKKEEPER;2;014bcd501c14141facd0e3eb4bb488ccba3a2b7d;1;2;2;0.7062740891876007;43;0;1071;YES;4;41;316;79;78.0;79;NO
BOOKKEEPER;2;bad375aa35a2c17c466d2be7481e7d16220d59b0;1;2;2;0.0;194;0;386;YES;4;5;312;78;77.0;78;NO
BOOKKEEPER;2;633a23b3a20b27a551328be2efe5f057be3c99e2;1;5;7;0.41381685030363374;22;9;1058;YES;4;42;308;23;22.0;23;NO
BOOKKEEPER;2;3defe9e5110472da995789b5ae14c286f58f1293;1;1;1;0.0;0;5;399;YES;4;14;308;1;0.0;1;NO
BOOKKEEPER;2;5a3b29d05abd71c6e5d1b3045abafd434db15f24;1;4;11;25.817.821.533.493.800;131;53;810;YES;3;43;231;77;76.0;77;NO
BOOKKEEPER;2;29a472598083e522645f918ec602dd91d800f0d5;1;3;6;16.577.427.265.048.800;165;0;1040;YES;3;61;228;22;21.0;22;NO
BOOKKEEPER;2;c65d6ada34215ee3a5466c495d565d745857c435;1;6;11;20.244.215.552.578.900;47;0;1057;YES;3;31;228;76;75.0;76;NO
BOOKKEEPER;2;beca5951f73cb9c39be10a4166a90dee9fff3c1c;1;3;5;0.37123232664087563;581;23;1080;NO;3;2;225;75;74.0;75;NO
BOOKKEEPER;2;a3c9c953db49bc1ec3d72f01212e6cbcd58cc5d3;1;2;5;0.0;2299;0;0;NO;3;0;222;74;73.0;74;NO
BOOKKEEPER;2;bd2efa12f1f63afa90723ce405caebafb4afd6be;1;1;1;0.0;9;0;315;YES;3;7;219;73;72.0;73;NO
BOOKKEEPER;2;3272204448bf210d03377ba822d01419ad197a17;1;1;1;0.0;0;0;181;YES;3;82;216;72;71.0;72;NO
BOOKKEEPER;2;cfe3e650b69b2b599dd5b2f27f2164af38c7a2be;1;1;1;0.0;7;0;618;YES;3;6;213;71;70.0;71;NO
BOOKKEEPER;2;835d963cb26d0a5d5b1cc79a0faf185b49673d16;1;1;3;12.825.167.134.306.400;34;0;768;NO;3;87;210;21;20.0;21;NO
BOOKKEEPER;2;5a7f4991610ad60d277830b72dc5d890c63a0f07;1;3;12;0.9182958340544896;756;0;1027;NO;3;16;207;69;68.0;69;NO
BOOKKEEPER;2;7e12629ed7a2006e4805dac0e5c006324a52d5db;1;5;6;0.0;167;0;1026;NO;3;48;204;68;67.0;68;NO
BOOKKEEPER;2;f56e596d70c66dac170008ffbe19489eee05be08;1;2;5;11.844.873.517.384.900;19;7;514;YES;3;41;201;67;66.0;67;NO
BOOKKEEPER;2;cdcfbb52cbf8f0e6f17d56d7185cf0d04c9c856b;1;1;2;0.0;111;0;0;NO;3;0;198;66;65.0;66;NO
BOOKKEEPER;2;c7c8af741a2f532b554dcdabf85237c23ea14aaa;1;3;5;0.0;79;29;762;YES;3;51;195;65;64.0;65;NO
BOOKKEEPER;2;0d43f404ea145a35d46371967975f9590649a033;1;1;1;0.0;1;0;242;YES;3;56;192;64;63.0;64;NO
BOOKKEEPER;2;e32715ad96558a9941910dd6ae91fc1c646baeb6;1;1;1;0.0;2;0;345;YES;3;43;189;20;19.0;20;NO
BOOKKEEPER;2;0975f069d90748eb43fcec7622d3961b0446ea28;1;7;12;17.299.231.577.676.400;420;8;478;YES;3;65;189;63;62.0;63;NO
BOOKKEEPER;2;8f755ed13f193ad6491fdca1794d834f3d3d4dcc;1;5;5;10.315.795.511.490.800;405;0;452;YES;3;48;186;62;61.0;62;NO
BOOKKEEPER;2;015097021c1a2d2860643fda7fcb3e8a0d191442;1;2;2;0.5916727785823275;9;0;471;NO;3;8;183;61;60.0;61;NO
BOOKKEEPER;2;9eb549d4c308963af0be3288a59b0c4c39cbb5e6;1;1;1;0.0;0;0;471;YES;3;17;180;60;59.0;60;NO
BOOKKEEPER;3;087e490270c6e006b9e4b47035f20fea843149be;2;7;9;17.676.303.641.843.700;237;22;669;NO;4;22;988;247;214.0;247;NO
BOOKKEEPER;3;7d8079c446110872d8f6d50eff86268a3cb4e989;3;6;6;14.591.479.170.272.400;86;0;1189;YES;4;11;976;244;211.0;244;NO
BOOKKEEPER;3;96b5aa8e6463c36a0421e47f9892479aa63f885b;1;3;3;11.577.051.851.330.000;111;0;881;YES;4;56;972;243;210.5;243;NO
BOOKKEEPER;3;1374b7ad2738f6c52a2aed1d0ee4e412aa382086;1;2;3;0.0;202;10;891;YES;4;80;968;68;67.0;68;NO
BOOKKEEPER;3;4250c1f93962af30e6e40759e006035a7089613e;1;5;6;16.876.050.888.701.400;123;3;697;YES;4;31;968;71;60.5;71;NO
BOOKKEEPER;3;7c1793d2979b01062682b70687839a978bf65c4c;1;1;4;14.885.252.948.977.400;95;18;1207;YES;4;27;968;242;209.5;242;NO
BOOKKEEPER;3;40de140171a26b0943909900d6af4a73b31a641e;1;3;3;0.0;31;0;884;NO;4;23;964;67;66.0;67;NO
BOOKKEEPER;3;a9b851b3afe2d8031ad426fdd2e579ba003fe02c;1;1;1;0.0;5;0;579;YES;4;1;964;66;65.0;66;NO
BOOKKEEPER;3;5c19add8bc394d3caae4fddf566e149281370a52;1;1;1;0.0;0;0;153;NO;4;0;964;241;208.5;241;NO
BOOKKEEPER;3;1f5278d06ddbf4da0d2d6ed41676321f89a4aecd;1;3;6;0.7793498372920852;193;0;811;NO;4;129;960;240;207.5;240;NO
BOOKKEEPER;3;f0db18abedd30af1d6191d068652b93db0c68fc6;2;9;13;20.919.728.845.001.400;283;206;1178;YES;4;29;956;70;59.5;70;NO
BOOKKEEPER;3;faf407d5d40e9d476bab2a926f41b993bf87098f;1;3;4;0.5112341754462364;46;0;809;YES;4;27;956;239;206.5;239;NO
BOOKKEEPER;3;ed9b6037be51845f7cab2446593df695ffcede59;1;1;1;0.0;1;0;797;YES;4;35;952;68;57.5;68;NO
BOOKKEEPER;3;f7ce39d522827a0359a0183eae02694ebb35bafd;1;1;1;0.0;0;1;310;YES;4;3;952;238;205.5;238;NO
BOOKKEEPER;3;b625fdc27a429341143e204338cf5deab3188e9e;1;3;5;15.827.986.098.452.300;180;0;971;YES;4;57;948;237;204.5;237;NO
BOOKKEEPER;3;f80dcedaeea5f701822f02484c098cf4df2f04da;1;2;3;0.6880476235340796;27;0;1173;YES;4;10;944;65;64.0;65;NO
BOOKKEEPER;3;005b62cc60093dd5b32d4abecd06c2e441bc62ae;1;6;12;17.334.834.339.268.800;568;0;924;NO;4;17;944;236;203.5;236;NO
BOOKKEEPER;3;ee29f75f3f6a0168008da2e424e4174f2aee8cbb;1;4;5;12.361.862.832.554.100;243;0;757;YES;4;54;940;235;202.5;235;NO
BOOKKEEPER;3;b4e985b32cbb5aa7c6b109898f9d8bf51b2fd330;1;3;3;0.9480782435939054;547;0;420;NO;4;10;936;234;201.5;234;NO
BOOKKEEPER;3;a27b64e340a6ad12f1e9588d1d55fa51f0b2d1f0;3;10;14;222.539.611.616.667;233;11;16879;YES;4;44;932;233;200.5;233;NO
BOOKKEEPER;3;7b2b91579000bc99d6fdded3aefb349975058c6f;4;23;78;5.819.643.839.629.590;0;0;1189;NO;4;116;928;67;56.5;67;NO
BOOKKEEPER;3;ea36e59a1c314bf698d572e5f714e0b68e554a6e;2;5;8;1.532.914.563.979.390;12;261;1151;YES;4;48;928;66;55.5;66;NO
BOOKKEEPER;3;8a396e1f74ff9f9cf25d3b4bfc43c8a112992555;1;2;3;1.271.782.221.599.790;48;0;360;YES;4;77;928;65;54.5;65;NO
BOOKKEEPER;3;7de3ecbd5d5052138a9c4aded9256c5030ab2f6d;1;2;3;14.056.390.622.295.600;94;0;1168;YES;4;4;928;64;63.0;64;NO
BOOKKEEPER;3;a0ae97c232caafa1fda9955f9aaa9f99564b74fe;1;3;10;12.576.809.793.573.300;150;15;755;YES;4;18;928;63;62.0;63;NO
BOOKKEEPER;3;fa13426970bd4b6d7ffc086e776559f87349ef71;1;6;23;2.888.568.291.896.430;551;453;1171;NO;4;68;928;62;61.0;62;NO
BOOKKEEPER;3;a3da8c74c4226b7d92e9d0eba9591334351afa45;1;2;3;0.0;11;5;980;YES;4;78;928;61;60.0;61;NO
