Project;Release;Commit;NS;ND;NF;Entropy;LA;LD;LT;FIX;NDEV;AGE;NUC;EXP;REXP;SEXP;Actual_Defective
BOOKKEEPER;3;d69986c4df6b51ed6ed27c5f45a7b6850e69dacd;1;3;12;26.565.647.621.309.500;289;1;1071;YES;4;145;928;232;200.5;232;NO
BOOKKEEPER;3;e5b0dd0d9e47394202f5a20cedf409f487d90beb;1;4;10;2.161.534.066.708.240;181;15;772;NO;4;24;924;231;199.5;231;NO
BOOKKEEPER;3;a4d8a34fb0779551208ad003b950e0b9a9d86d42;2;3;3;0.9182958340544896;28;0;1253;YES;4;4;920;230;198.5;230;NO
BOOKKEEPER;3;d1a3c6d11eb4433c7e25eeba6ac21fe2db3a2696;1;1;1;0.0;17;0;92;YES;4;22;912;58;57.0;58;NO
BOOKKEEPER;3;e4a42af6933c0cb0be441b3d9d5d28790aa9a7b9;1;3;3;13.516.441.151.533.900;109;0;847;NO;4;35;912;63;52.5;63;NO
BOOKKEEPER;3;dffe13f5b16200e192c36547021c34c186d00de8;1;1;1;0.0;0;1;351;YES;4;1;912;228;197.5;228;NO
BOOKKEEPER;3;8125700069b14f80ebd135ddd1a2b67de256cb1e;1;3;3;12.516.291.673.878.200;398;0;3699;NO;4;25;908;227;196.5;227;NO
BOOKKEEPER;3;e0011de4475969c19023694f5074b50e5d12a08f;1;1;1;0.0;24;0;1127;YES;4;5;904;226;195.5;226;NO
BOOKKEEPER;3;3a950e6f7f5ca8b646e82c61c98a65991df8d88f;2;4;4;0.0;1032;0;545;NO;4;39;896;224;193.5;224;NO
BOOKKEEPER;3;496f442a7a68dd549355e845540c6c72c2fbb44c;1;4;7;17.104.492.536.811.000;497;2;979;YES;4;5;892;223;192.5;223;NO
BOOKKEEPER;3;d58a71dbd1f07a3edf65c4af80ae18a4d9a95755;1;2;2;0.0;31;0;1252;YES;4;10;888;61;50.5;61;NO
BOOKKEEPER;3;b6c1a8bbd7c2d44c2edb59d9938fa073f6f478de;1;3;4;0.5225593745369408;250;152;396;YES;4;78;888;222;191.5;222;NO
BOOKKEEPER;3;1e35d5d5e6de6a33cd4ca200f3d5d92dcf7cb58d;1;1;1;0.0;10;0;370;YES;4;90;884;56;55.0;56;NO
BOOKKEEPER;3;55610c26eb3b8b4cd5dd1955a434c2642334c605;1;2;3;0.5435644431995964;127;0;860;YES;4;34;884;221;190.5;221;NO
BOOKKEEPER;3;5414cec92a99135c8ba0bc0f6768bd348c65e2fb;1;7;9;1.0;775;0;942;NO;4;55;880;220;189.5;220;NO
BOOKKEEPER;3;7fa41ff318a31f973d1de12afe8db0f9893ac653;1;1;1;0.0;0;0;174;YES;4;91;876;55;54.0;55;NO
BOOKKEEPER;3;7467d2697103abba54d8f665724d630721064e78;1;1;1;0.0;23;0;626;NO;4;11;876;59;48.5;59;NO
BOOKKEEPER;3;be155aa0c61f6b7bc0bf3d4f2ea56a9b97e590bf;1;1;1;0.0;121;0;424;NO;4;7;876;58;47.5;58;NO
BOOKKEEPER;3;77efd1c00100b533d67e716579b439e94d4050e3;1;1;1;0.0;2;0;940;YES;4;6;876;57;46.5;57;NO
BOOKKEEPER;3;7d3dde696ae859297ece4e2c9a047afde4fa5865;1;2;2;0.0;104;0;534;YES;4;26;876;56;45.5;56;NO
BOOKKEEPER;3;a063f9b19d035d8c2d9e76e3741368cf41e7d292;1;1;1;0.0;4;0;321;YES;4;17;876;55;44.5;55;NO
BOOKKEEPER;3;40ac04bfee52f2e0fd45397cf5d02fa31236c753;1;2;2;0.0;33;48;1175;YES;4;89;876;54;43.5;54;NO
BOOKKEEPER;3;d0217c170a0906bdf3188cc89a290f6da0950146;1;3;4;2.0;0;0;772;NO;4;0;876;53;42.5;53;NO
BOOKKEEPER;3;66a0dde14f8d69ebdd409f3a2011d03bcd6b62cd;1;9;20;3.610.996.672.566.700;62;17;1071;NO;4;54;876;52;41.5;52;NO
BOOKKEEPER;3;baef283841c05bcb4ebceaaa5d540f7a30e4af1a;1;3;10;0.3167327035026755;847;997;622;NO;4;25;876;219;188.5;219;NO
BOOKKEEPER;3;366d393f2e58acdd5494da4ae60513c3ae5730c4;1;1;1;0.0;1;0;939;YES;4;11;872;51;40.5;51;NO
BOOKKEEPER;3;7f67e765c73890a2f838ec8f5d43b814ce42c84b;1;3;4;0.5831031620483733;90;0;736;YES;4;114;872;218;187.5;218;NO
BOOKKEEPER;3;6030beaba9e770db9b856b8de1b06dab843b2ccc;1;2;2;1.0;8;0;96;YES;4;50;868;217;186.5;217;NO
BOOKKEEPER;3;55f6300ef7eea86c7573d07d65341e2f9ad982a4;1;2;2;0.8112781244591328;36;0;1251;NO;4;27;864;50;39.5;50;NO
BOOKKEEPER;3;7f6adbe34f828f6c86fe30bfa398180fdb512425;1;4;6;0.8112781244591328;137;0;1068;NO;4;53;864;216;185.5;216;NO
BOOKKEEPER;3;0ea460606e4a45a07a79c356ad1d58a6119e0d31;1;3;4;0.8343470230852538;205;0;1238;YES;4;14;860;215;184.5;215;NO
BOOKKEEPER;3;03bf28db4e8e99a4326e0e01c7a9f7134f151a7b;1;3;7;0.0;508;521;649;NO;4;13;852;213;182.5;213;NO
BOOKKEEPER;3;bdf3bfd631493d82688404dde35eed491ec946ad;1;4;4;0.4537163391869448;0;485;385;NO;4;0;848;212;181.5;212;NO
BOOKKEEPER;3;6a6d25e7e9a2c3cc4370799ec2529915929e5acc;1;1;1;0.0;1;0;88;YES;4;259;844;211;180.5;211;NO
BOOKKEEPER;3;f12b7896e1640bed64cedb0d96bdd82b6cf26a86;1;4;4;0.4537163391869448;485;0;385;NO;4;28;840;210;179.5;210;NO
BOOKKEEPER;3;c958b32da81936cee535c411f2214d900f54442c;1;2;2;0.0;31;0;978;YES;4;109;836;54;53.0;54;NO
BOOKKEEPER;3;100785f6f1feb2e6dd1c7de769adab5c88e87427;1;2;2;0.0;89;0;687;YES;4;39;836;48;37.5;48;NO
BOOKKEEPER;3;e14983cbea5238a75a45bff4f23a8e431a5892f0;1;1;1;0.0;6;0;119;YES;4;5;836;53;52.0;53;NO
BOOKKEEPER;3;aa1fecd255bcc3c23d4037c675df88c9c0ba78ab;2;3;5;2.321.928.094.887.360;1;3;775;YES;4;62;832;51;50.0;51;NO
BOOKKEEPER;3;0d198abad7b41d8326913384967aeb1239ab0528;1;5;8;0.420026001688088;135;0;1007;YES;4;77;828;207;183.5;207;NO
BOOKKEEPER;3;9512c57d2c370604e732037c8a3cf262cb60b8a9;1;1;1;0.0;2;0;383;NO;4;4;824;47;37.0;47;NO
BOOKKEEPER;3;38336805e367664fbda2a9c6993d5d343c956752;1;1;1;0.0;4;0;166;YES;4;40;824;46;36.0;46;NO
BOOKKEEPER;3;d3ee645781a1ed422d53a027e3d397451dd4c0d2;2;2;2;0.0;34;0;25;YES;4;121;824;45;35.0;45;NO
BOOKKEEPER;3;e2d624f8b09beca1f3a5c9224aad1aa254642f28;1;4;8;27.229.359.909.333.600;219;0;777;NO;4;64;820;205;187.5;205;NO
BOOKKEEPER;3;967149c238389e96b760dbda4d4f722aee46b0b5;1;1;1;0.0;52;0;0;NO;4;0;816;204;186.5;204;NO
BOOKKEEPER;3;e789bc0dae00b6e8881912a73c1e55f370c83c84;1;2;2;0.9402859586706309;0;28;319;NO;4;208;812;203;185.5;203;NO
BOOKKEEPER;3;b3a05cd74652affe4a69f40609de0b92769e05a4;3;16;29;36.855.142.010.753.000;269;57;1125;YES;4;121;808;202;184.5;202;NO
BOOKKEEPER;3;10091096ec339c1524877195172325343b20e02f;1;1;1;0.0;1;0;146;YES;4;27;800;200;182.5;200;NO
BOOKKEEPER;3;9b7b78890c2f0631a2b62bbbaa8de35ede102c0e;1;3;16;0.0;2328;0;0;NO;4;0;792;198;184.0;198;NO
BOOKKEEPER;3;c32437ad4ff1d1e267f885a0bd67100cebb57ba6;1;1;2;0.0;39;2;184;NO;4;205;788;197;184.0;197;NO
BOOKKEEPER;3;da1b308ba8eb4dc0cd93b5ad19065067c354f242;2;6;7;25.961.182.137.782.900;0;0;741;NO;4;5;784;196;183.0;196;NO
BOOKKEEPER;3;f633075dd0b0cae6c50db0f7284798089a9cf83b;3;17;25;12.730.809.324.093.900;2337;153;16373;NO;4;60;776;194;182.5;194;NO
BOOKKEEPER;3;536d86ec4b93909e870d6bc65fba7037360ea036;1;7;11;3.077.455.822.779.930;18;15;1054;YES;4;76;764;44;38.0;44;NO
BOOKKEEPER;3;223a3fb3fbc78fe4dc1922967fe3daa3edfc3fb2;3;6;7;21.891.352.119.173.500;582;30;16315;YES;4;41;764;191;182.0;191;NO
BOOKKEEPER;3;3a9a88708d3a1e9e2337a8cc99c3bb727f93ffc4;1;2;4;0.969918434275037;198;0;788;NO;4;78;760;190;181.0;190;NO
BOOKKEEPER;3;ffd46bcd1c7e2c78f6d41355a2215f73661764c1;1;1;2;0.9544340029249649;6;9;731;YES;4;23;756;189;180.0;189;NO
BOOKKEEPER;3;7dced572419c90b27b587eccc09d48032e7a6a9c;1;2;2;0.0;94;0;371;NO;4;43;752;188;179.5;188;NO
