Version,File Name,Size(LOC), LOC_Touched,NR,NFix,NAuth,LOC_Added,MAX_LOC_Added,AVG_LOC_Added,Churn,MAX_Churn,AVG_Churn,ChgSetSize,MAX_ChgSet,AVG_ChgSet,Age,Weighted_Age,Buggy
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java,694,153,6,0,3,145,50,29,145,50,24,0,0,0,60,0,YES
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanInfo.java,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanRegistry.java,89,3,1,0,1,1,1,1,1,1,1,0,0,0,45,15,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java,301,311,7,0,3,126,123,42,18,123,2,0,0,0,56,0,YES
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java,153,77,5,0,3,6,4,3,0,4,0,0,0,0,56,0,YES
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManagerFactory.java,92,102,4,0,2,97,72,32,92,72,23,0,0,0,26,0,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java,466,175,5,0,3,6,4,3,0,4,0,0,0,0,56,0,YES
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManagerFactory.java,93,103,4,0,2,98,72,32,93,72,23,0,0,0,26,0,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java,244,88,5,0,3,46,35,15,35,35,7,0,0,0,53,0,YES
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java,192,172,2,0,2,90,90,90,45,90,22,0,0,0,56,0,YES
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java,250,241,4,0,2,160,109,53,152,109,38,0,0,0,56,0,YES
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerUnderreplicationManager.java,109,109,3,0,1,109,64,36,109,64,36,0,0,0,20,0,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java,601,841,2,0,2,691,691,691,601,691,300,0,0,0,1,0,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkLedgerUnderreplicationManager.java,565,627,13,0,3,566,394,56,565,394,43,0,0,0,20,0,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkVersion.java,69,72,2,0,1,69,65,34,69,65,34,0,0,0,8,0,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetaStore.java,77,77,1,0,1,77,77,77,77,77,77,0,0,0,0,0,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreCursor.java,94,94,1,0,1,94,94,94,94,94,94,0,0,0,0,0,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreTable.java,337,337,1,0,1,337,337,337,337,337,337,0,0,0,0,0,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetaStore.java,79,79,1,0,1,79,79,79,79,79,79,0,0,0,0,0,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCallback.java,25,25,1,0,1,25,25,25,25,25,25,0,0,0,0,0,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCursor.java,84,84,1,0,1,84,84,84,84,84,84,0,0,0,0,0,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreException.java,34,34,1,0,1,34,34,34,34,34,34,0,0,0,0,0,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreFactory.java,33,33,1,0,1,33,33,33,33,33,33,0,0,0,0,0,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreScannableTable.java,104,104,1,0,1,104,104,104,104,104,104,0,0,0,0,0,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTable.java,172,172,1,0,1,172,172,172,172,172,172,0,0,0,0,0,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTableItem.java,70,70,1,0,1,70,70,70,70,70,70,0,0,0,0,0,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreUtils.java,140,140,1,0,1,140,140,140,140,140,140,0,0,0,0,0,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MSException.java,214,214,1,0,1,214,214,214,214,214,214,0,0,0,0,0,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/Value.java,154,154,1,0,1,154,154,154,154,154,154,0,0,0,0,0,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BKStats.java,248,13,1,0,2,12,12,12,12,12,12,0,0,0,24,1,YES
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java,275,62,2,0,4,48,34,24,48,34,24,0,0,0,93,1,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java,176,4,1,0,3,4,4,4,4,4,4,0,0,0,81,20,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java,624,143,10,0,4,119,46,17,117,46,11,0,0,0,93,0,YES
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerBean.java,91,3,1,0,2,1,1,1,1,1,1,0,0,0,38,12,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerMXBean.java,58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java,132,1,1,0,4,0,0,0,0,0,0,0,0,0,66,66,YES
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java,4088,4114,7,0,2,4088,1493,584,4088,1493,584,0,0,0,24,0,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java,558,35,2,0,4,31,31,31,29,31,14,0,0,0,92,2,YES
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,727,97,7,0,4,41,30,13,33,30,4,0,0,0,93,0,YES
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ServerStats.java,150,4,1,0,2,2,2,2,2,2,2,0,0,0,68,17,YES
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/Auditor.java,503,577,4,0,1,503,234,125,503,234,125,0,0,0,18,0,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AuditorElector.java,325,414,6,0,2,325,269,81,325,269,54,0,0,0,18,0,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AutoRecoveryMain.java,273,300,6,0,2,280,267,70,273,267,45,0,0,0,14,0,YES
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/BookieLedgerIndexer.java,136,145,3,0,2,139,139,139,136,139,45,0,0,0,14,0,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationEnableCb.java,56,56,1,0,1,56,56,56,56,56,56,0,0,0,0,0,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationException.java,74,81,3,0,2,74,63,37,74,63,24,0,0,0,4,0,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationWorker.java,357,465,8,0,1,358,289,71,357,289,44,0,0,0,18,0,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerInputStream.java,174,0,0,0,2,0,0,0,0,0,0,0,0,0,33,0,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java,148,0,0,0,2,0,0,0,0,0,0,0,0,0,33,0,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/BookKeeperTools.java,92,0,0,0,3,0,0,0,0,0,0,0,0,0,58,0,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/BookKeeperConstants.java,45,46,2,0,1,45,45,45,45,45,22,0,0,0,0,0,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/DiskChecker.java,168,171,2,0,2,168,166,84,168,166,84,0,0,0,11,0,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/EntryFormatter.java,77,77,1,0,1,77,77,77,77,77,77,0,0,0,0,0,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/HardLink.java,665,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/IOUtils.java,88,33,1,0,2,33,33,33,33,33,33,0,0,0,17,0,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java,260,14,3,0,4,5,5,5,4,5,1,0,0,0,93,6,YES
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Main.java,54,0,0,0,3,0,0,0,0,0,0,0,0,0,34,0,YES
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/MathUtils.java,48,15,1,0,2,10,10,10,10,10,10,0,0,0,68,4,YES
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/OrderedSafeExecutor.java,140,42,2,0,3,42,33,21,42,33,21,0,0,0,93,2,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ReflectionUtils.java,152,152,2,0,1,152,129,76,152,129,76,0,0,0,9,0,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SafeRunnable.java,39,0,0,0,2,0,0,0,0,0,0,0,0,0,33,0,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SnapshotMap.java,131,131,1,0,1,131,131,131,131,131,131,0,0,0,0,0,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringEntryFormatter.java,47,47,1,0,1,47,47,47,47,47,47,0,0,0,0,0,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringUtils.java,129,64,2,0,4,60,58,30,60,58,30,0,0,0,90,1,YES
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Tool.java,43,43,1,0,1,43,43,43,43,43,43,0,0,0,0,0,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZkUtils.java,243,204,4,0,2,171,88,57,149,88,37,0,0,0,56,0,YES
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Version.java,62,63,2,0,1,62,32,31,62,32,31,0,0,0,8,0,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Versioned.java,45,45,1,0,1,45,45,45,45,45,45,0,0,0,0,0,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ZooKeeperWatcherBase.java,94,94,1,0,1,94,94,94,94,94,94,0,0,0,0,0,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieAccessor.java,35,35,1,0,1,35,35,35,35,35,35,0,0,0,0,0,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieInitializationTest.java,283,292,3,0,2,283,257,141,283,257,94,0,0,0,16,0,YES
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieJournalTest.java,585,17,3,0,3,3,3,3,3,3,1,0,0,0,46,2,YES
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CompactionTest.java,295,38,2,0,3,0,0,0,0,0,0,0,0,0,42,1,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CookieTest.java,355,64,3,0,3,34,30,17,34,30,11,0,0,0,41,0,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CreateNewLogTest.java,102,103,2,0,1,102,102,102,102,102,51,0,0,0,2,0,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/EntryLogTest.java,226,55,2,0,3,43,43,43,43,43,21,0,0,0,56,1,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/IndexCorruptionTest.java,153,157,2,0,2,153,153,153,153,153,76,0,0,0,0,0,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/LedgerCacheTest.java,378,187,6,0,3,169,79,33,168,79,28,0,0,0,40,0,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/TestLedgerDirsManager.java,80,82,2,0,2,80,80,80,80,80,40,0,0,0,2,0,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/UpgradeTest.java,268,25,3,0,3,19,17,9,19,17,6,0,0,0,44,1,YES
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookieRecoveryTest.java,952,304,9,0,3,218,172,36,218,172,24,0,0,0,58,0,YES
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookieWriteLedgerTest.java,230,232,2,0,2,230,230,230,230,230,115,0,0,0,17,0,YES
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookKeeperTest.java,221,145,4,0,2,133,62,44,133,62,33,0,0,0,31,0,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookKeeperTestClient.java,71,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/ClientUtil.java,36,6,1,0,1,6,6,6,6,6,6,0,0,0,31,5,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/LedgerHandleAdapter.java,32,32,1,0,1,32,32,32,32,32,32,0,0,0,0,0,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/LedgerRecoveryTest.java,359,365,3,0,2,359,220,179,359,220,119,0,0,0,3,0,YES
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/RoundRobinDistributionScheduleTest.java,64,65,2,0,2,64,64,64,64,64,32,0,0,0,15,0,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/SlowBookieTest.java,208,211,2,0,2,208,208,208,208,208,104,0,0,0,15,0,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestFencing.java,408,37,3,0,3,28,28,28,28,28,9,0,0,0,58,1,YES
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestLedgerChecker.java,462,465,4,0,2,462,371,231,462,371,115,0,0,0,19,0,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestLedgerFragmentReplication.java,340,353,5,0,2,340,188,85,340,188,68,0,0,0,18,0,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestReadTimeout.java,100,3,2,0,3,0,0,0,0,0,0,0,0,0,47,15,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestSpeculativeRead.java,342,1012,5,0,2,671,333,223,342,333,68,0,0,0,3,0,YES
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/GcLedgersTest.java,178,47,6,0,3,11,6,3,11,6,1,0,0,0,39,0,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/LedgerLayoutTest.java,148,35,3,0,2,17,17,17,14,17,4,0,0,0,56,1,YES
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/LedgerManagerTestCase.java,88,43,2,0,2,22,22,22,11,22,5,0,0,0,38,0,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/TestLedgerManager.java,325,96,4,0,2,64,57,21,64,57,16,0,0,0,56,0,YES
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/TestZkVersion.java,65,69,3,0,2,65,59,32,65,59,21,0,0,0,27,0,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/metastore/MetastoreScannableTableAsyncToSyncConverter.java,59,59,1,0,1,59,59,59,59,59,59,0,0,0,0,0,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/metastore/MetastoreTableAsyncToSyncConverter.java,131,131,1,0,1,131,131,131,131,131,131,0,0,0,0,0,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/metastore/TestMetaStore.java,648,663,4,0,2,649,649,649,648,649,162,0,0,0,7,0,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/proto/TestBKStats.java,43,49,3,0,1,45,45,45,43,45,14,0,0,0,22,0,YES
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/proto/TestPerChannelBookieClient.java,114,114,2,0,1,114,81,57,114,81,57,0,0,0,1,0,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/proto/TestProtoVersions.java,113,1,1,0,3,0,0,0,0,0,0,0,0,0,61,61,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AuditorBookieTest.java,309,356,6,0,2,315,277,157,309,277,51,0,0,0,19,0,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AuditorLedgerCheckerTest.java,389,449,7,0,2,397,352,132,389,352,55,0,0,0,18,0,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AuditorPeriodicCheckTest.java,273,298,2,0,2,276,276,276,273,276,136,0,0,0,0,0,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AutoRecoveryMainTest.java,69,69,1,0,1,69,69,69,69,69,69,0,0,0,0,0,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/BookieAutoRecoveryTest.java,418,418,1,0,1,418,418,418,418,418,418,0,0,0,0,0,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/BookieLedgerIndexTest.java,230,292,4,0,2,241,233,120,230,233,57,0,0,0,17,0,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/ReplicationTestUtil.java,59,59,1,0,1,59,59,59,59,59,59,0,0,0,0,0,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/TestAutoRecoveryAlongWithBookieServers.java,99,99,1,0,1,99,99,99,99,99,99,0,0,0,0,0,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/TestLedgerUnderreplicationManager.java,762,830,12,0,3,772,359,85,762,359,63,0,0,0,19,0,YES
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/TestReplicationWorker.java,558,705,12,0,3,589,431,84,558,431,46,0,0,0,20,0,YES
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/AsyncLedgerOpsTest.java,258,13,2,0,3,0,0,0,0,0,0,0,0,0,91,7,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BaseTestCase.java,49,0,0,0,4,0,0,0,0,0,0,0,0,0,50,0,YES
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieClientTest.java,243,2,1,0,3,0,0,0,0,0,0,0,0,0,91,45,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieFailureTest.java,402,78,4,0,4,44,39,14,44,39,11,0,0,0,91,1,YES
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieJournalRollingTest.java,259,3,1,0,3,0,0,0,0,0,0,0,0,0,59,19,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieReadWriteTest.java,1038,259,5,0,3,32,24,16,0,24,0,0,0,0,91,0,YES
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieZKExpireTest.java,109,22,3,0,4,17,17,17,17,17,5,0,0,0,70,3,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookKeeperClusterTestCase.java,551,296,14,0,3,220,129,27,212,129,15,0,0,0,43,0,YES
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/CloseTest.java,100,2,1,0,3,0,0,0,0,0,0,0,0,0,91,45,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConcurrentLedgerTest.java,185,1,1,0,3,0,0,0,0,0,0,0,0,0,91,91,YES
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConditionalSetTest.java,118,1,1,0,2,0,0,0,0,0,0,0,0,0,62,62,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConfigurationTest.java,67,2,1,0,2,0,0,0,0,0,0,0,0,0,58,29,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerCreateDeleteTest.java,74,1,1,0,1,0,0,0,0,0,0,0,0,0,37,37,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerDeleteTest.java,153,17,3,0,3,3,3,3,0,3,0,0,0,0,91,5,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LoopbackClient.java,120,0,0,0,3,0,0,0,0,0,0,0,0,0,33,0,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/MultiLedgerManagerMultiDigestTestCase.java,64,64,2,0,1,64,63,32,64,63,32,0,0,0,25,0,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/MultiLedgerManagerTestCase.java,56,56,2,0,1,56,55,28,56,55,28,0,0,0,25,0,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/NIOServerFactoryTest.java,65,4,2,0,3,1,1,1,1,1,0,0,0,0,91,22,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/PortManager.java,55,55,1,0,1,55,55,55,55,55,55,0,0,0,0,0,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ReadOnlyBookieTest.java,187,187,3,0,2,187,166,62,187,166,62,0,0,0,6,0,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/TestBackwardCompat.java,617,656,5,0,3,618,506,206,617,506,123,0,0,0,27,0,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ZooKeeperUtil.java,147,57,5,0,2,9,6,3,0,6,0,0,0,0,36,0,YES
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/util/TestDiskChecker.java,96,97,2,0,2,96,96,96,96,96,48,0,0,0,10,0,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/util/TestUtils.java,52,52,1,0,1,52,52,52,52,52,52,0,0,0,0,0,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/api/Client.java,42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/api/MessageHandler.java,48,0,0,0,2,0,0,0,0,0,0,0,0,0,33,0,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/api/Publisher.java,89,28,2,0,3,26,25,13,26,25,13,0,0,0,87,3,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/api/Subscriber.java,380,63,3,0,4,62,34,20,62,34,20,0,0,0,89,1,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkPublisher.java,138,4,1,0,4,2,2,2,2,2,2,0,0,0,69,17,YES
3,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkSubscriber.java,142,6,2,0,4,2,2,2,1,2,0,0,0,0,76,12,YES
3,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkUtils.java,191,5,1,0,4,1,1,1,1,1,1,0,0,0,69,13,YES
3,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkWorker.java,46,0,0,0,2,0,0,0,0,0,0,0,0,0,22,0,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/HedwigBenchmark.java,165,0,0,0,3,0,0,0,0,0,0,0,0,0,58,0,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/conf/ClientConfiguration.java,171,12,2,0,3,9,9,9,9,9,4,0,0,0,84,7,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/data/MessageConsumeData.java,56,12,1,0,3,0,0,0,0,0,0,0,0,0,78,6,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/data/PubSubData.java,179,35,3,0,4,31,18,15,31,18,10,0,0,0,93,2,YES
3,hedwig-client/src/main/java/org/apache/hedwig/client/data/TopicSubscriber.java,74,0,0,0,2,0,0,0,0,0,0,0,0,0,22,0,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/AlreadyStartDeliveryException.java,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/InvalidSubscriberIdException.java,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/NoResponseHandlerException.java,34,34,1,0,1,34,34,34,34,34,34,0,0,0,0,0,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/ResubscribeException.java,34,34,1,0,1,34,34,34,34,34,34,0,0,0,0,0,YES
3,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/ServerRedirectLoopException.java,38,0,0,0,2,0,0,0,0,0,0,0,0,0,22,0,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/TooManyServerRedirectsException.java,39,0,0,0,2,0,0,0,0,0,0,0,0,0,22,0,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/AbstractResponseHandler.java,156,156,1,0,1,156,156,156,156,156,156,0,0,0,0,0,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/CloseSubscriptionResponseHandler.java,84,84,1,0,1,84,84,84,84,84,84,0,0,0,0,0,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/MessageConsumeCallback.java,117,81,3,0,4,27,27,27,21,27,7,0,0,0,78,0,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PublishResponseHandler.java,71,21,2,0,4,3,3,3,0,3,0,0,0,0,78,3,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PubSubCallback.java,94,15,2,0,3,8,8,8,6,8,3,0,0,0,76,5,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeResponseHandler.java,183,368,7,0,4,47,20,11,0,20,0,0,0,0,83,0,YES
3,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/UnsubscribeResponseHandler.java,85,27,2,0,4,2,2,2,1,2,0,0,0,0,78,2,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/HedwigClient.java,72,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/CleanupChannelMap.java,183,183,2,0,1,183,139,91,183,139,91,0,0,0,14,0,YES
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/FilterableMessageHandler.java,70,71,2,0,1,70,70,70,70,70,35,0,0,0,3,0,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HChannel.java,54,54,1,0,1,54,54,54,54,54,54,0,0,0,0,0,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HChannelManager.java,160,160,1,0,1,160,160,160,160,160,160,0,0,0,0,0,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigClientImpl.java,125,404,9,0,3,61,29,12,0,29,0,0,0,0,50,0,YES
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigPublisher.java,151,270,6,0,4,60,40,15,0,40,0,0,0,0,78,0,YES
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java,421,689,9,0,4,155,46,22,0,46,0,0,0,0,78,0,YES
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractHChannelManager.java,624,624,2,0,1,624,621,312,624,621,312,0,0,0,10,0,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractSubscribeResponseHandler.java,377,402,3,0,1,377,363,125,377,363,125,0,0,0,5,0,YES
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ActiveSubscriber.java,383,384,2,0,1,383,378,191,383,378,191,0,0,0,3,0,YES
